codigo_estructura,potencia,tipo,potencia2,porcentaje_perdida,doblenivel,descripcion_larga,desc_nemot,perdidas_w,perdidas2_w
TUT0136,17.5,C,0,0,,Transformador  13kV 1F conv. frente muerto 17.5 kVA,TUT-1M17.5,0,0
SST0036,,,0,0,,Secc. red subt. 13 kV 1F con fusible 30 A,SST-1F30,,
SPV0034,,,0,0,,Secc. 22kV 3F con seccionador de cuchilla 600A,SPV-3C600,,
TRT0075,75,C,0,0,,Transformador 13 kV 1F conv. 75 kVA en cámara,TRT-1O75,,
ECV0070,150,A,0,0,,Capacitor automático 22kV 1F 150kVAR,ECV-1A150,,
AOD0066,400,C,0,12,C,Proy. 240 V Ornamental Hg 400 W en poste Autocont. pot. cte.,AOD-0PPM400AC,48,
APO0800,139,C,0,10,,Lum. 240 V Led 139 W en poste con red subt hilo piloto pot. cte. C,APD-0SLCL139PC,13.9,
SST0045,,,0,0,,Secc. red subt. 13 kV 2F con fusible 25 A,SST-2F25,,
APO0441,1500,C,0,12,,Proy. 240 V Hg 1500 W en poste con red subt hilo piloto pot. cte. C,APD-0SPCM1500PC,180,
TRS0015,30,C,0,0,,Transformador 6 kV 3F Pedestal o Padmounted 30KVA,TRS-3P30,,
SDD0242,14,,,,,SGDA 220V 3F Fotovoltaica de 14kW,SDD-3F14,,
POO9911,0,,0,0,,Poste Hormigón armado Rectangular de 21 m carga de rotura 3500 kg,PO0-0HR21_3500,0,0
SDT0325,780,,,,,"SGDA 13,8kV 3F Fotovoltaica de 780kW",SDT-3F780,,
COO0092,,,0,0,,Conductor Concéntrico Al 4x6,CO0-0X4x6,,
SPT0014,,,0,0,,Secc. 13kV 1F con interruptor 100A BIL 125,SPT-1I100_125,,
SPO0031,,,0,0,,Secc. 2F con conector de compresión 3/0 a 4/0 ACSR,SPO-2CB,,
SSV0010,,,0,0,,"Secc. red subt. 22kV 1F con barraje desc., 2 vias,  200 A",SSV-1B2_200,,
TRR0394,75,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 75 KVA en cámara,TRR-1V75,,
APO0426,150,C,0,13,,Proy. 240 V Hg 150 W en fachada con red subt hilo piloto pot. cte. C,APD-0APCM150PC,19.5,
TRV0091,500,C,0,0,,Transformador 22 kV 3F conv. 500 kVA en cámara,TRV-3O500,,
TRR0057,600,C,0,0,,Transformador 34.5 kV 3F Pedestal o Padmounted 600KVA,TRR-3P600,,
EU0017,,,,0,,"Est.red subt. banco ductos,config.2x2 de Ø160 mm+1x2 de Ø110 mm acera",EU0-0B(2X2C+1x2B)1,,
ESV0045,,,0,0,,Est. 22 kV 1F Centrada Retención deriv. 1F Bandera Doble Retenc.,ESV-1CR+1BD,,
MED0038,,,0,0,,Medidor 240V 3F4H - Masivos Electrónico. Energía Activa - 100 A_Forma 16A,MED-3E100_16A,,
AOD0129,500,C,0,10,C,Proy. 240 V Ornamental Led 500 W en poste Hilo Piloto. pot. cte.,AOD-0PPL500PC,50,
TRS0070,50,C,0,0,,Transformador 6 kV 2F Pedestal o Padmounted 50 kVA,TRS-2P50,,
COO0101,,,0,0,,Conductor Clase 15kV Cu 500 MCM,CO0-0V500,,
TRR0355,35,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 35 KVA en poste,TRR-1B35,,
SSS0054,,,0,0,,Secc. red subt. 6 kV 3F con fusible 20 A,SSS-3F20,,
POO0800,,,0,0,,Poste Metálico Circular de 10m,PO0-0EC10,,
PTO0001,,,0,0,,P. a Tierra en Acometida Cond. de Cu Cal. 8 AWG 1 Var.,PT0-0AC8_1,,
TRT0149,267,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 267 KVA en cámara,TRT-3V267,,
TRR0427,35,A,0,0,,Transformador 34.5 kV 1F autoproteg. 35 kVA en poste,TRR-1A35,,
SSV0027,,,0,0,,"Secc. red subt. 22kV 3F con barraje desc., 4 vias,  600 A",SSV-3B4_600,,
EST0066,,,0,0,,Est. 13 kV 3F Centrada Angular deriv. 1F Centrada Retención,EST-3CA+1CR,,
SSS0021,,,0,0,,"Secc. red subt. 6kV 2F con barraje desc., 4 vias,  600 A",SSS-2B4_600,,
TRT0093,60,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 60 KVA en poste,TRT-3B60,,
TRV0270,150,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 150 kVA en cámara,TRV-3V150,,
COO0364,,,0,0,,Conductor Semiaislado o Ecológico Clase 35kV Al 336.4 MCM,CO0-0K336.4,,
TRR0209,125,C,0,0,,Transformador 34.5 kV 1F Pedestal o Padmounted 125KVA,TRR-1P125,,
AOD0098,115,C,0,10,C,Lum. 240 V Ornamental Led 115 W en poste Autocont. pot. cte.,AOD-0PLL115AC,11.5,
TRR0009,3,A,0,0,,Transformador 34.5 kV 1F autoproteg. 3 kVA en poste,TRR-1A3,,
SPT0105,,,0,0,,Secc. 13kV 3F con reconectador 630A BIL 150,SPT-3R630_150,,
TRR0404,150,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 150 KVA en cámara,TRR-1V150,,
SST0013,,,0,0,,"Secc. red subt. 13kV 1F con barraje desc., 3 vias,  600 A",SST-1B3_600,,
SPV0074,,,0,0,,Secc. 22kV 3F con reconectador 100A BIL 125,SPV-3R100_125,,
SPO0046,,,0,0,,Secc. 3F con fusible 40K,SPO-3F40K,,
APO0311,100,C,0,15,C,Lum. 240 V Na 100 W en poste con red aerea Autocontrolada pot. cte. C,APD-0PLCS100AC,15,
POO2404,,,0,0,,Poste Hormigón armado Circular de 14.5m carga de rotura 500kg,PO0-0HC14.5_500,,
TRT0166,137.5,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 137.5 KVA en cámara,TRT-3I137.5,,
SSD0030,,,0,0,,"Secc. red subt. 220 V 3F con tablero de distribución,  800A, 4 circuitos",SSD-3L800_4,,
TRS0058,3,A,0,0,,Transformador 6 kV 2F autoproteg. 3 kVA en poste,TRS-2A3,,
SPR0029,,,0,0,,Secc. 34.5kV 2F con seccionador de cuchilla   con disp. rompearco 100A,SPR-2O100,,
TRS0250,15,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 15 kVA en cámara,TRS-2V15,,
APO0528,1500,C,0,12,,Proy. 240 V Na 1500 W en fachada con red preen hilo piloto pot. cte. C,APD-0FPCS1500PC,180,
EST0086,,,0,0,,Est. 13 kV 1F Centrada Retención tres deriv.1F Centrada Retención,EST-1CR+1CR+1CR+1CR,,
TRR0446,225,C,0,0,,Transformador 34.5 kV 1F Pedestal o Padmounted 225KVA,TRR-1P225,,
TRV0290,500,C,0,0,,Transformador 22 kV 1F conv. 500 kVA en cámara,TRV-1O500,,
TUT0115,400,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto 400 kVA,TUT-3R400,,
TRT0026,10,C,0,0,,Transformador 13 kV 1F Pedestal o Padmounted 10KVA,TRT-1P10,,
SPD0050,,,0,0,,Secc. 240V 3F con Interruptor Termomagnetico de 400 A,SPD-3M400,,
SPS0032,,,0,0,,Secc. 6 kV 2F con reconectador 600A BIL 125,SPS-2R600_125,,
SDD0263,35.28,,,,,SGDA 220V 3F Fotovoltaica de 35.28kW,SDD-3F35.28,,
TRR0218,50,C,0,0,,Transformador 34.5 kV 2F conv. 50 kVA en poste,TRR-2C50,,
SPR0019,,,0,0,,Secc. 34.5kV 1F con reconectador 600A BIL 95,SPR-1R600_95,,
TRR0116,65,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 65 KVA en poste,TRR-3N65,,
EST0122,,,0,0,,Est. 13 kV 3F Semi Centrada Doble Reten. deriv. 3F Centrada Pasante,EST-3SD+3CP,,
SPS0110,,,0,0,,Secc. 6kV 3F con interruptor 800A BIL 95,SPS-3I800_95,,
ECR0048,144,M,0,0,,Regulador de voltaje bobina fija 34.5kV 1F 144 kVA ctrl manual,ECR-1RM144,,
EST0012,,,0,0,,Est. 13 kV 2F Centrada Angular,EST-2CA,,
SPR0115,,,0,0,,Secc. 34.5kV 1F con seccionador fus. unipolar ab. disp. rompearco 300A,SPR-1E300,,
SDD0059,6,,,,,SGDA 240V 1F Fotovoltaica de 6kW,SDD-1F6,,
COO0171,,,0,0,,Conductor Concéntrico Cu 4x2,CO0-0W4x2,,
TUV0003,25,C,0,0,,Transformador  22kV 1F conv. frente muerto  25 kVA,TUV-1M25,,
APO0355,250,D,150,12,S,Lum. 240 V Na250 W en fachada con red preen Autocont. Dob.niv.pot. C,APD-0FLCS250AD,30,19.5
TRR0076,15,C,0,0,,Transformador 34.5 kV 3F conv. 15 kVA  en cámara,TRR-3O15,,
TRV0419,204.5,C,0,0,,Banco de 2 transformadores 22 kV monofásicos  204.5 kVA en poste,TRV-3B204.5,,
TRV0028,15,C,0,0,,Transformador 22 kV 1F Pedestal o Padmounted 15KVA.,TRV-1P15,,
ESR0109,,,0,0,,Est. 34.5 kV 3F Semicentrada Pasante deriv. 2F Centrada Retención,ESR-3SP+2CR,,
SST0038,,,0,0,,Secc. red subt. 13 kV 2F con fusible 3 A,SST-2F3,,
ECS0042,127,M,0,0,,Regulador de voltaje bobina fija 6kV 1F 127 kVA ctrl manual,ECS-1RM127,,
TRT0063,1050,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 1050KVA,TRT-3P1050,,
TRV0016,75,A,0,0,,Transformador 22 kV 1F autoproteg. 75 kVA en poste,TRV-1A75,,
TUV0025,300,C,0,0,,Transformador  22kV 3F conv. frente muerto 300 kVA,TUV-3M300,,
SDD0167,8.36,,,,,SGDA 220V 2F Fotovoltaica de 8.36kW,SDD-2F8.36,,
SPR0041,,,0,0,,Secc. 34.5kV 3F con seccionador de cuchilla   con disp. rompearco 100A,SPR-3O100,,
SDD0106,17.5,,,,,SGDA 240V 1F Fotovoltaica de 17.5kW,SDD-1F17.5,,
TRS0128,800,C,0,0,,Transformador 6 kV 3F conv. 800 kVA en cámara,TRS-3O800,,
APO0345,400,C,0,12,,Lum. 240 V Na  400 W en fachada con red preen hilo piloto pot. cte. C,APD-0FLCS400PC,48,
POO2001,,,0,0,,Poste Hormigón armado Circular de 12.5m carga de rotura 350kg,PO0-0HC12.5_350,,
SST0032,,,0,0,,Secc. red subt. 13 kV 1F con fusible  12 A,SST-1F12,,
SPO0043,,,0,0,,Secc. 3F con fusible 15K,SPO-3F15K,,
TRT0338,125,C,0,0,,Transformador 13 kV 1F conv. 125 kVA en poste,TRT-1C125,,
TRT0032,100,C,0,0,,Transformador 13 kV 1F Pedestal o Padmounted 100KVA,TRT-1P100,,
ECR0032,300,M,0,0,,Regulador de voltaje bobina múltiple 34.5kV 1F 300 kVA ctrl manual,ECR-1EM300,,
POO9801,,,0,0,,Poste Hormigón armado rectangular de 8m carga de rotura 350kg,PO0-0HR8_350,,
SPV0038,,,0,0,,Secc. 22kV 3F con seccionador de cuchilla con disp. rompearco 600A,SPV-3O600,,
SDD0062,6.44,,,,,SGDA 240V 1F Fotovoltaica de 6.44kW,SDD-1F6.44,,
ESR0073,,,0,0,,Est. 34.5 kV 3F Semi Centrada Doble Retenc. deriv. 1F Centrada Retenc.,ESR-3SD+1CR,,
TRT0341,6,C,0,0,,Banco de 2 transformadores en paralelo 13 kV monofasicos 6KVA en poste,TRT-1B6,,
ECT0014,100,M,0,0,,Regulador de voltaje bobina fija 13kV 1F 100 kVA ctrl manual,ECT-1RM100,,
ESD0053,,,0,0,,Est. 240V 4 vías Vertical en volado Retención,ESD-4OR,,
SPD0021,,,0,0,,Secc. 240V 3F con fusible NH 100 A,SPD-3L100,,
COO0412,,,0,0,,Conductor Multiplex Al 2x6+10 AWG,CO0-0J2x6(10),,
TUV0001,10,C,0,0,,Transformador  22kV 1F conv. frente muerto 10 kVA,TUV-1M10,,
SDD0044,4.38,,,,,SGDA 220V 1F Fotovoltaica de 4.38kW,SDD-1F4.38,,
TRT0335,5,C,0,0,,Transformador 13 kV 3F conv. 5 kVA en poste,TRT-3C5,,
TRV0263,90,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 90 kVA en cámara,TRV-3V90,,
TRR0375,125,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 125 KVA en poste,TRR-1B125,,
TRT0468,220,C,0,0,,Transformador 13 kV 3F conv. 220 kVA en poste,TRT-3C220,,
SPO0041,,,0,0,,Secc. 3F con fusible 10K,SPO-3F10K,,
APO0365,250,C,0,12,,Lum. 240 V Na 250 W en fachada con red subt Autocontrolada pot. cte. C,APD-0ALCS250AC,30,
TRS0238,90,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 90 KVA en poste,TRS-2B90,,
TRT0286,310,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 310 KVA en cámara,TRT-3I310,,
TUT0039,250,C,0,0,,Transformador  13kV 3F sumerg. 250 kVA,TUT-3S250,,
ESD0012,,,0,0,,Est. 240V 5 vías En volado Pasante,ESD-5OP,,
TRR0256,200,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 200 KVA en poste,TRR-3N200,,
POO7100,,,0,0,,Poste Metálico Circular de 19m,PO0-0EC19,,
AOD0068,150,C,0,13,C,Proy. 240 V Ornamental Na 150 W en poste Autocont. pot. cte.,AOD-0PPS150AC,19.5,
SDD0022,2.61,,,,,SGDA 220V 1F Fotovoltaica de 2.61kW,SDD-1F2.61,,
APO0956,71,C,0,10,C,Lum. 240 V Led 71 W en poste con red aérea Autocontrolada pot. cte. C,APD-0PLCL71AC,7.1,
ECT0029,50,M,0,0,,Regulador de voltaje bobina múltiple 13kV 1F 50 kVA ctrl manual,ECT-1EM50,,
TRR0135,87.5,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 87.5 KVA en cámara,TRR-3V87.5,,
ESR0092,,,0,0,,Est. 34.5 kV 3F Centrada Retención dos deriv.1F Centrada Retención,ESR-3CR+1CR+1CR,,
TAD0001,,,0,0,,Tensor Farol Simple en redes de dist. 240/120 V,TAD-0FS,,
SPO0024,,,0,0,,Secc. 2F con fusible 8K,SPO-2F8K,,
ESD0033,,,0,0,,Est. 240V Preensamblado Doble retención con 3 conduct.,ESD-1PD3,,
SDD0110,20.24,,,,,SGDA 240V 1F Fotovoltaica de 20.24kW,SDD-1F20.24,,
SST0023,,,0,0,,"Secc. red subt. 13kV 3F con barraje desc., 2 vias,  600 A",SST-3B2_600,,
TRT0219,37.5,C,0,0,,Transformador 13 kV 2F conv. 37.5 kVA en poste,TRT-2C37.5,,
TRT0044,112.5,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 112.5KVA,TRT-3P112.5,,
SDV0331,1000,,,,,SGDA 22kV 3F Fotovoltaica de 1000kW,SDV-3F1000,,
ESS0064,,,0,0,,Est. 6 kV 2F Centrada Retención deriv. 2F Bandera Doble Retenc.,ESS-2CR+2BD,,
APO0605,150,C,0,13,,Lum. 240 V Na 150 W en poste con red aérea Autocontrolada pot. cte. A,APD-0PLAS150AC,19.5,
ESV0054,,,0,0,,Est. 22 kV 3F Centrada Pasante deriv. 3F Centrada Retención,ESV-3CP+3CR,,
TRV0167,275,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 275 kVA en cámara,TRV-3I275,,
APO0993,115,C,0,10,C,Lum. 240 V Led 115 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCL115AC,11.5,0
TRT0210,300,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 300 KVA en poste,TRT-3N300,,
APO0995,300,C,0,10,C,Proy. 240 V Led 300 W en poste con red aerea Autocontrolada pot. cte. C_x000D_,"APD-0PPCL300AC_x000D_
_x000D_",30,0
ESE0007,,,0,0,,Est. 0V Preensamblado Retención con 1 conduct.,ESD-1PR1,,
SDV0239,12.42,,,,,SGDA 22kV 3F Fotovoltaica de 12.42kW,SDV-3F12.42,,
TRR0419,97.5,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 97.5 kVA en poste,TRR-3N97.5,,
ESS0026,,,0,0,,Est. 6 kV 3F Semicentrada Doble retención,ESS-3SD,,
SDD0009,1.92,,,,,SGDA 240V 1F Fotovoltaica de 1.92kW,SDD-1F1.92,,
ECR0071,150,A,0,0,,Capacitor automático 34.5kV 1F 150kVAR,ECR-1A150,,
POO9504,,,0,0,,Poste Hormigón armado Ornamental de 12.5m carga de rotura 500kg,PO0-0HO12.5_500,,
APO0423,500,C,0,12,,Proy. 240 V Hg 500 W en fachada con red preen Autocontrolado pot. cte. C,APD-0FPCM500AC,60,
APO0631,250,C,0,12,,Lum. 240 V Na 250 W en poste con red aérea hilo piloto pot. cte. A,APD-0PLAS250PC,30,
APO0717,50,C,0,10,,Lum. 240 V Led 50 W en poste con red aérea Autocontrolada pot. cte. C,APD-0PLCL50AC,5,
ESD0031,,,0,0,,Est. 240V Preensamblado Retención con 3 conduct.,ESD-1PR3,,
TRR0415,350,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 350 KVA en cámara,TRR-3I350,,
TRR0126,40,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 40 KVA en cámara,TRR-3V40,,
SDD0289,110,,,,,SGDA 220V 3F Fotovoltaica de 110kW,SDD-3F110,,
SDU0302,198.4,,,,,SGDA 440V 3F Fotovoltaica de 198.4kW,SDU-3F198.4,,
TRV0111,300,C,0,0,,Transformador 22 kV 3F conv. 300 kVA en poste,TRV-3C300,,
APO0526,1500,C,0,12,,Proy. 240 V Na 1500 W en poste con red subt hilo piloto pot. cte. C,APD-0SPCS1500PC,180,
SPS0057,,,0,0,,Secc. 6 kV 3F con seccionador tripolar para  oper. con carga 600A,SPS-3A600,,
APO0628,70,C,0,16,,Lum. 120 V Na 70 W en poste con red aerea Autocontrolada pot. cte. C,APC-0PLCS70AC,11.2,
EU0001,,,0,0,,Est.red subt.  cámara eléctrica subterránea,EU0-0CS,,
SPE0003,,,0,0,,Secc. 69kV 3F con seccionador de cuchilla 1250A,SPE-3C1250,,
TRS0073,125,C,0,0,,Transformador 6 kV 2F Pedestal o Padmounted 125 kVA,TRS-2P125,,
POO1017,,,0,0,,Poste Hormigón armado Circular de 11m carga de rotura 450kg,PO0-0HC11_450,,
COO0117,,,0,0,,Conductor Clase 25kV Cu 4/0 AWG,CO0-0Y4/0,,
APO0433,2000,C,0,12,,Proy. 240 V Hg 2000 W en poste con red aerea Autocontrolados pot. cte. C,APD-0PPCM2000AC,240,
SDD0163,7.6,,,,,SGDA 220V 2F Fotovoltaica de 7.6kW,SDD-2F7.6,,
SDD0145,5,,,,,SGDA 220V 2F Fotovoltaica de 5kW,SDD-2F5,,
TRT0489,2500,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 2500KVA,TRT-3P2500,0,0
SPR0119,,,0,0,,Secc. 34.5 kV 3F con interruptor 300A BIL 95,SPR-3I300_95,,
ECS0021,50,M,0,0,,Regulador de voltaje bobina fija 6kV 3F 50 kVA ctrl manual,ECS-3RM50,,
SPV0094,,,0,0,,Secc. 22kV 3F con reconectador 1250A BIL 125,SPV-3R1250_125,,
SPR0046,,,0,0,,Secc. 34.5kV 3F con seccionador tripolar para  oper. con carga 200A,SPR-3A200,,
COO0250,,,0,0,,Conductor TW Cu # 500 MCM,CO0-0O500,,
COO0068,,,0,0,,Conductor TTU Cu #2/0 AWG,CO0-0P2/0,,
TRV0107,37.5,C,0,0,,Transformador 22 kV 2F conv. 37.5 kVA en poste,TRV-2C37.5,,
TRV0411,450,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 450 kVA,TRV-3P450,,
TRV0254,47.5,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 47.5 kVA en cámara,TRV-3V47.5,,
TRV0129,4500,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 4500 kVA,TRV-3P4500,,
TRV0178,471,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 471 kVA en cámara,TRV-3I471,,
SDD0134,2.52,,,,,SGDA 220V 2F Fotovoltaica de 2.52kW,SDD-2F2.52,,
TRV0189,1500,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 1500kVA en cámara,TRV-3I1500,,
SPS0060,,,0,0,,Secc. 6 kV 3F con secc. trip. oper. con carga con disp. rompearco 300A,SPS-3N300,,
APO0606,150,C,0,13,,Lum. 240 V Na 150 W en poste con red aérea hilo piloto pot. cte. A,APD-0PLAS150PC,19.5,
APO0327,400,C,0,12,,Lum. 240 V Na  400 W en poste con red subt hilo piloto pot. cte. C,APD-0SLCS400PC,48,
TRV0389,220,C,0,0,,Transformador 22 kV 3F conv. 220 kVA en poste,TRV-3C220,,
TRR0154,35,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 35 KVA en cámara,TRR-3I35,,
ECR0056,150,C,0,0,,Capacitor fijo 34.5kV 3F 150kVAR,ECR-3C150,,
ECR0013,50,M,0,0,,Regulador de voltaje bobina fija 34.5kV 1F 50 kVA ctrl manual,ECR-1RM50,,
ESN0016,,,0,0,,Est. 69 kV 3F Suspensión sencilla con dos postes  y aisladores tipo disco,ESN-1HP,,
TRT0451,350,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 350 KVA en cámara,TRT-3I350,,
SPV0030,,,0,0,,Secc. 22kV 3F con seccionador fus. unipolar ab. disp. rompearco 200A,SPV-3E200,,
TUT0134,300,C,0,0,,Transformador  13kV 1F conv. frente muerto 300 kVA,TUT-1M300,0,0
TRS0054,150,C,0,0,,Transformador 6 kV 2F conv. 150 kVA en poste,TRS-2C150,,
TRV0248,15,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 15 kVA en cámara,TRV-3V15,,
COO0183,,,0,0,,Conductor Clase 15 kV Cu 350 MCM,CO0-0V350,,
TRR0102,112.5,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 112.5 KVA en poste,TRR-3B112.5,,
TRT0305,45,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 45 kVA en poste,TRT-3B45,,
POO1704,,,0,0,,Poste Plástico fibra de vidrio Circular de 12m carga de rotura 500kg,PO0-0PC12_500,,
SPV0060,,,0,0,,Secc. 22 kV 1F con reconectador 400A BIL 125,SPV-1R400_125,,
ESS0045,,,0,0,,Est. 6 kV 2F Centrada Doble Retención deriv. 2F Centrada Retención,ESS-2CD+2CR,,
COO0388,,,0,0,,Conductor TTU Al #3/0 AWG,CO0-0M3/0,,
TRV0077,1100,C,0,0,,Transformador 22 kV 3F conv. 1100 kVA en cámara,TRV-3O1100,,
TRV0235,85,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 85 kVA en poste,TRV-3B85,,
COO0338,,,0,0,,Conductor Semiaislado o Ecológico Clase 15kV Al 336.4 MCM,CO0-0F336.4,,
ECS0031,200,M,0,0,,Regulador de voltaje bobina múltiple 6kV 1F 200 kVA ctrl manual,ECS-1EM200,,
ESR0127,,,0,0,,Est. 34.5 kV 3F Tres Postes Doble Reten. Deriv. 3F Centrada Retención,ESR-3TD+3CR,,
TUT0098,150,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto 150 kVA,TUT-3R150,,
APO0236,75,C,0,15,C,Lum. 240 V Hg 75 W en poste con red aerea Autocontrolada pot. cte. C,APD-0PLCM75AC,11.25,
ESS0050,,,0,0,,Est. 6 kV 2F Centrada Retencion deriv. 2F Centrada Retención,ESS-2CR+2CR,,
SPR0062,,,0,0,,Secc. 34.5kV 3F con reconectador 600A BIL 125,SPR-3R600_125,,
APO0957,55,C,0,10,C,Lum. 127 V Led 55 W en poste con red aérea hilo piloto pot. cte. C,APC-0PLCL55PC,5.5,
TRT0155,45,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 45 KVA en cámara,TRT-3I45,,
EU0037,,,0,0,,Est.red subt.  pozo de 250x200x200 cm,EU0-0PE,,
APO0759,133,C,0,10,,Lum. 240 V Led 133 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCL133AC,13.3,
ESV0064,,,0,0,,Est. 22 kV 3F Semi Centrada Angular deriv. 1F Centrada Retención,ESV-3SA+1CR,,
POO11200,,,0,0,,Poste Metálico Ornamental de 15m,PO0-0EO15,,
SDD0026,3.2,,,,,SGDA 240V 1F Fotovoltaica de 3.2kW,SDD-1F3.2,,
POO3520,,,0,0,,Poste Hormigón armado Circular de 21m carga de rotura 16000kg,PO0-0HC21_16000,,
SSV0033,,,0,0,,Secc. red subt. 22 kV 1F con fusible 18 A,SSV-1F18,,
SSS0051,,,0,0,,Secc. red subt. 6 kV 3F con fusible 10 A,SSS-3F10,,
ECT0069,50,A,0,0,,Capacitor automático 13kV 1F 50kVAR,ECT-1A50,,
COO0097,,,0,0,,Conductor Clase 15kV Cu 1/0 AWG,CO0-0V1/0,,
APO0623,100,C,0,15,,Lum. 240 V Na 100 W en poste con red preen hilo piloto pot. cte. C,APD-0OLCS100PC,15,
APO0114,175,C,0,12,C,Lum. 240 V Hg175 W en fachada con red preen hilo piloto pot. cte. A,APD-0FLAM175PC,21,
POO2314,,,0,0,,Poste Hormigón armado Circular de 14m carga de rotura 750kg,PO0-0HC14_750,,
POO9907,0,,0,0,,Poste Hormigón armado Circular de 14m carga de rotura 1600kg,PO0-0HC14_1600,0,0
APO0617,150,D,100,13,S,Lum. 240 V Na 150 W en poste con red preen Autocont. Dob.niv.pot C,APD-0OLCS150AD,19.5,15
COO0075,,,0,0,,Conductor THHN Cu #1/0 AWG,CO0-0Q1/0,,
SSV0068,,,0,0,,"Secc. red subt. 22kV 3F,  celda, protección, 400A, 150 BIL",SSV-3EP400_150,,
ECR0068,1800,A,0,0,,Capacitor automático 34.5kV 3F 1800kVAR,ECR-3A1800,,
SDD0071,8,,,,,SGDA 240V 1F Fotovoltaica de 8kW,SDD-1F8,,
SPO0048,,,0,0,,Secc. 3F con fusible 80K,SPO-3F80K,,
ECV0003,200,C,0,0,,Capacitor fijo 22kV 1F 200kVAR,ECV-1C200,,
TRT0046,125,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 125KVA,TRT-3P125,,
SPV0119,,,0,0,,Secc. 22kV 3F con interruptor 300A BIL 150,SPV-3I300_150,,
ESE0009,,,0,0,,Est. 0V Preensamblado Doble retención con 1 conduct.,ESD-1PD1,,
COO0359,,,0,0,,Conductor Semiaislado o Ecológico Clase 35kV Al 1/0 AWG,CO0-0K1/0,,
MED0035,,,0,0,,Medidor 240V 3F4H - Masivos Electromecánico. Energía Activa - 100 A_Forma 16A,MED-3L100_16A,,
TRS0215,8,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 8KVA en poste,TRS-2B8,,
TRV0384,37.5,C,0,0,,Transformador 22 kV 3F conv. 37.5 kVA en cámara,TRV-3O37.5,,
EST0090,,,0,0,,Est. 13 kV 3F Centrada Pasante dos deriv.1F Centrada Retención,EST-3CP+1CR+1CR,,
EST0015,,,0,0,,Est. 13 kV 2F En volado Pasante,EST-2VP,,
TRR0251,1300,C,0,0,,Transformador 34.5 kV 3F conv. 34.500 kVA en cámara,TRR-3O1300,,
ECT0040,300,E,0,0,,Regulador de voltaje bobina múltiple 13kV 3F 300 kVA ctrl electrónico,ECT-3EE300,,
TRR0235,112,C,0,0,,Transformador 34.5 kV 3F conv. 112 kVA en cámara,TRR-3O112,,
TRS0057,333,C,0,0,,Transformador 6 kV 2F conv. 333 kVA en poste,TRS-2C333,,
SSV0036,,,0,0,,Secc. red subt. 22 kV 1F con fusible 30 A,SSV-1F30,,
SDD0262,33,,,,,SGDA 220V 3F Fotovoltaica de 33kW,SDD-3F33,,
TUT0081,300,C,0,0,,Banco de 2 transformadores 13 kV 1F convenc. Frente muerto 300 kVA,TUT-3T300,,
APO0375,250,C,0,12,,Lum. 240 V Na 250 W en poste con red preen Autocontrolada pot. cte. C,APD-0OLCS250AC,30,
